system:index,LST,NDVI,Risk,latitude,longitude,.geo
8701,29.34644216000001,0.16571970283985138,0.039321507192937366,40.796688338714475,-73.9736378076775,"{""type"":""Point"",""coordinates"":[-73.9736378076775,40.796688338714475]}"
8702,38.393941100000035,0.035422343760728836,0.4063781683507739,40.758389235304946,-73.98094131017957,"{""type"":""Point"",""coordinates"":[-73.98094131017957,40.758389235304946]}"
8703,42.85274819000003,0.023105360567569733,0.5337843341590387,40.79496264028346,-74.01168625710696,"{""type"":""Point"",""coordinates"":[-74.01168625710696,40.79496264028346]}"
8704,43.045866320000016,0.056065574288368225,0.5047819795093476,40.828012472106906,-74.01389009166708,"{""type"":""Point"",""coordinates"":[-74.01389009166708,40.828012472106906]}"
8705,22.033588370000018,-0.0139860138297081,0.03639905640283042,40.8517733522821,-74.00908632611528,"{""type"":""Point"",""coordinates"":[-74.00908632611528,40.8517733522821]}"
8706,31.88261300000005,0.06639004498720169,0.20694436103623387,40.77005631551707,-73.96389545029324,"{""type"":""Point"",""coordinates"":[-73.96389545029324,40.77005631551707]}"
8707,24.861999920000017,-0.050224579870700836,0.14651505729973144,40.744704986689214,-74.01585339744737,"{""type"":""Point"",""coordinates"":[-74.01585339744737,40.744704986689214]}"
8708,38.22816713000003,0.09159347414970398,0.3442200994330415,40.731961730432765,-74.00955711308734,"{""type"":""Point"",""coordinates"":[-74.00955711308734,40.731961730432765]}"
8709,24.212576120000023,0.4527314305305481,-0.3885681289425403,40.871168517098916,-73.9219105885475,"{""type"":""Point"",""coordinates"":[-73.9219105885475,40.871168517098916]}"
8710,18.201987950000017,0.5943832993507385,-0.6891969069998073,40.86516020606955,-73.9532481525985,"{""type"":""Point"",""coordinates"":[-73.9532481525985,40.86516020606955]}"
8711,19.155615530000034,-0.05977461859583855,0.00954992886421438,40.865176309246806,-73.93515561972958,"{""type"":""Point"",""coordinates"":[-73.93515561972958,40.865176309246806]}"
8712,41.38983563000002,0.015585357323288918,0.503898583696891,40.81021437869119,-74.01842882675393,"{""type"":""Point"",""coordinates"":[-74.01842882675393,40.81021437869119]}"
8713,34.18123145000001,0.027051398530602455,0.3066255153298916,40.75795174044476,-74.02367603841348,"{""type"":""Point"",""coordinates"":[-74.02367603841348,40.75795174044476]}"
8714,38.59731328999999,0.07850467413663864,0.3672071821047083,40.71298861087045,-73.96268878621643,"{""type"":""Point"",""coordinates"":[-73.96268878621643,40.71298861087045]}"
8715,24.279227510000027,-0.057514794170856476,0.13903580759955872,40.73691963343874,-74.01369695356799,"{""type"":""Point"",""coordinates"":[-74.01369695356799,40.73691963343874]}"
8716,36.273059690000025,0.019443513825535774,0.3682830313912381,40.75751883914172,-73.96438902388677,"{""type"":""Point"",""coordinates"":[-73.96438902388677,40.75751883914172]}"
8717,17.803788620000006,-0.07339449226856232,-0.011191046605206978,40.81330758099429,-73.97490301423463,"{""type"":""Point"",""coordinates"":[-73.97490301423463,40.81330758099429]}"
8718,19.782822200000027,-0.06159069016575813,0.027557800817987116,40.875609027958696,-73.93320410959743,"{""type"":""Point"",""coordinates"":[-73.93320410959743,40.875609027958696]}"
8719,20.93640395,-0.03487358242273331,0.029699764971445997,40.85123676685534,-74.00928027528744,"{""type"":""Point"",""coordinates"":[-74.00928027528744,40.85123676685534]}"
8720,40.69768658000004,0.11319547891616821,0.3854890664967527,40.8234116420109,-74.01018511072559,"{""type"":""Point"",""coordinates"":[-74.01018511072559,40.8234116420109]}"
8721,38.798976470000014,0.10500118881464005,0.3450865268203038,40.74003494718191,-74.00382758471751,"{""type"":""Point"",""coordinates"":[-74.00382758471751,40.74003494718191]}"
8722,33.352361599999995,0.2222028225660324,0.08416689285712109,40.783875784913405,-73.97221111790905,"{""type"":""Point"",""coordinates"":[-73.97221111790905,40.783875784913405]}"
8723,36.97033577000002,0.03313927352428436,0.37210618829393344,40.74200842604643,-74.00387365424533,"{""type"":""Point"",""coordinates"":[-74.00387365424533,40.74200842604643]}"
8724,28.592768750000005,0.2822158932685852,-0.10013591724257359,40.83669524504692,-73.9134735657154,"{""type"":""Point"",""coordinates"":[-73.9134735657154,40.83669524504692]}"
8725,27.645977210000012,-0.018252093344926834,0.18518565324833208,40.77967530330473,-74.00557959098678,"{""type"":""Point"",""coordinates"":[-74.00557959098678,40.77967530330473]}"
8726,35.80991798000002,0.20309950411319733,0.1670813411058592,40.739487893669896,-73.9578575736731,"{""type"":""Point"",""coordinates"":[-73.9578575736731,40.739487893669896]}"
8727,25.091007260000026,0.5768930315971375,-0.493936871823324,40.845198919670054,-73.98341464424284,"{""type"":""Point"",""coordinates"":[-73.98341464424284,40.845198919670054]}"
8728,34.47689018000003,0.09235668927431107,0.24692451649227115,40.77449648178592,-74.01079255862348,"{""type"":""Point"",""coordinates"":[-74.01079255862348,40.77449648178592]}"
8729,31.626261500000027,-0.0333998017013073,0.30319838858390946,40.724799415785995,-73.92600003141389,"{""type"":""Point"",""coordinates"":[-73.92600003141389,40.724799415785995]}"
8730,40.21745477000002,0.01203332282602787,0.47739771447513446,40.73565895614393,-73.91875551532978,"{""type"":""Point"",""coordinates"":[-73.91875551532978,40.73565895614393]}"
8731,36.93615557000001,0.03316032141447067,0.3712051423275761,40.75662545372142,-73.91466688683828,"{""type"":""Point"",""coordinates"":[-73.91466688683828,40.75662545372142]}"
8732,32.164599650000014,0.03737849369645119,0.24410000023073908,40.79311758412673,-73.97427702077553,"{""type"":""Point"",""coordinates"":[-73.97427702077553,40.79311758412673]}"
8733,31.45536050000004,0.38780805468559265,-0.13531949440151558,40.83805264458168,-74.00302315384195,"{""type"":""Point"",""coordinates"":[-74.00302315384195,40.83805264458168]}"
8734,38.238421190000025,0.2549261152744293,0.17614386161006268,40.72532262596259,-74.0025794984873,"{""type"":""Point"",""coordinates"":[-74.0025794984873,40.72532262596259]}"
8735,32.735408989999996,0.052338309586048126,0.24336674254508595,40.8525861496895,-74.00259402479696,"{""type"":""Point"",""coordinates"":[-74.00259402479696,40.8525861496895]}"
8736,40.46867924,0.3652825355529785,0.11978193765511491,40.73431015918529,-73.95283236309895,"{""type"":""Point"",""coordinates"":[-73.95283236309895,40.73431015918529]}"
8737,36.43199762000003,0.017916793003678322,0.37394554845965433,40.75679973568509,-73.97238951641829,"{""type"":""Point"",""coordinates"":[-73.97238951641829,40.75679973568509]}"
